chr	start	end	strand	pvalue	qvalue	meth.diff	ID	gene	distance
chr1	20867814	20867814	-	1.67087418048144e-23	1.85610999987452e-20	-80.3482587064677	uc.1	Mcm3	(-47503)
chr1	44491684	44491684	-	1.88457749244707e-19	6.66692580569518e-17	-75.7575757575758	uc.11	Mettl21e	(-272724)
chr1	64031155	64031155	+	1.44821553843146e-19	5.25784222166513e-17	75.8620689655172	uc.14	4933402D24Rik	(-261889)
chr1	131088546	131088546	+	3.64889196328374e-19	1.19257264490207e-16	77.4014778325123	uc.20	Il10	(+68702)
chr1	181408148	181408148	+	2.97693537103729e-18	7.43314286577379e-16	77.5862068965517	uc.27	Ccdc121	(+103303)
chr1	181408148	181408148	+	2.97693537103729e-18	7.43314286577379e-16	77.5862068965517	uc.27	Cnih3	(+55521)
chr1	185670172	185670172	-	1.23843790260965e-26	3.18395868197866e-23	80.2469135802469	uc.29	Lyplal1	(+447138)
chr10	77980595	77980595	-	1.02303373313673e-37	5.0265392691766e-33	97.9166666666667	uc.41	1810043G02Rik	(+2072)
chr10	94585669	94585669	-	5.85266214404069e-24	7.61195430144778e-21	76.7857142857143	uc.49	Cep83	(-102985)
chr10	98537408	98537408	+	1.17724959501523e-23	1.37720434710972e-20	97.7777777777778	uc.50	Atp2b1	(-377744)
chr11	11426327	11426327	+	1.71019008319075e-12	7.68597576872299e-11	76.1435608726249	uc.59	Zpbp	(+36081)
chr11	20173282	20173282	+	4.76041216605256e-28	1.71175994397285e-24	89.6103896103896	uc.60	Actr2	(-60370)
chr11	20173282	20173282	+	4.76041216605256e-28	1.71175994397285e-24	89.6103896103896	uc.60	Rab1a	(-28320)
chr11	50450569	50450569	-	4.37410626205598e-34	8.40975082819781e-30	80.8636498077492	uc.62	Rufy1	(-19445)
chr11	94941387	94941387	-	5.44549005074932e-25	9.44318337994811e-22	-81	uc.70	Col1a1	(+5164)
chr11	114785533	114785533	+	8.29587201657354e-25	1.36373943284813e-21	80.7228915662651	uc.81	Btbd17	(+10364)
chr12	79278465	79278465	+	2.28950587670305e-20	1.05351326905735e-17	-92.6065162907268	uc.98	Rdh12	(+69552)
chr12	113776886	113776886	-	2.28692497423452e-19	7.85888173910403e-17	80	uc.107	Adam6a	(+232979)
chr13	86927504	86927504	+	2.57014630136638e-27	7.7314712591684e-24	78.7234042553192	uc.117	Cox7c	(-880601)
chr15	37782645	37782645	-	2.11112989352864e-14	1.68328140224545e-12	80.5555555555556	uc.134	4930447A16Rik	(+357092)
chr16	4718338	4718338	+	4.86643312885031e-15	4.71814792279655e-13	-76.9503546099291	uc.151	Nmral1	(+1018)
chr16	26676874	26676874	-	2.33237650323477e-13	1.36697649975234e-11	77.3097826086957	uc.155	Il1rap	(+95171)
chr17	28876745	28876745	+	2.60875274139769e-18	6.60709139031559e-16	89.5483870967742	uc.168	Pnpla1	(+18335)
chr17	46923404	46923404	-	8.50276470080858e-21	4.3822233444745e-18	-82.4246771879483	uc.177	Ubr2	(+87116)
chr18	57482643	57482643	-	7.81218386550777e-19	2.30766248986267e-16	83.5555555555556	uc.190	1700011I03Rik	(-51137)
chr18	69614040	69614040	+	2.7306658180743e-19	9.17559634375002e-17	80.9440559440559	uc.196	Tcf4	(+269552)
chr2	62120590	62120590	-	1.1732902619772e-20	5.81650688856529e-18	80.0298507462687	uc.218	Slc4a10	(+73946)
chr2	156736859	156736859	+	5.08175060456191e-12	1.96697549594463e-10	79.1891891891892	uc.230	Myl9	(-38561)
