chr	start	end	strand	pvalue	qvalue	meth.diff	ID	gene	distance
chr1	16269175	16269175	+	3.17111556404491e-14	1.96049309173832e-12	84.4444444444444	uc.2	Rdh10	(+163402)
chr1	24928476	24928476	+	3.62051570304821e-15	2.9109858524016e-13	95.8333333333333	uc.3	Lmbrd1	(+249847)
chr1	26592429	26592429	+	3.95616090180211e-18	7.02274133722468e-16	-87.5	uc.4	4931408C20Rik	(+95031)
chr1	43410398	43410398	-	1.47148229121262e-29	4.28137511289518e-26	-83.3490269930948	uc.9	Fhl2	(-246438)
chr1	45227125	45227125	+	9.42864703099826e-23	5.44131025777775e-20	87.5	uc.10	Col3a1	(-84413),
chr1	45227125	45227125	+	9.42864703099826e-23	5.44131025777775e-20	87.5	uc.10	Gulp1	(+675615),
chr1	45227158	45227158	+	7.51728119906677e-21	2.71105824091103e-18	83.6363636363636	uc.11	Col3a1	(-84380)
chr1	45227158	45227158	+	7.51728119906677e-21	2.71105824091103e-18	83.6363636363636	uc.11	Gulp1	(+675648)
chr1	58354492	58354492	-	3.3026067890621e-19	7.76170543286079e-17	-80.6451612903226	uc.13	Bzw1	(-38406)
chr1	64031155	64031155	+	9.15636321724088e-20	2.47823672307306e-17	-77.4193548387097	uc.14	Klf7	(+90336)
chr1	70852137	70852137	+	8.0129635353717e-23	4.68392784510215e-20	-91.9354838709677	uc.15	Bard1	(+251009)
chr1	70852137	70852137	+	8.0129635353717e-23	4.68392784510215e-20	-91.9354838709677	uc.15	Vwc2l	(+126423)
chr1	71382896	71382896	-	4.22067359347982e-22	2.09202102547944e-19	-77.1428571428572	uc.16	Abca12	(+32014)
chr1	71382896	71382896	-	4.22067359347982e-22	2.09202102547944e-19	-77.1428571428572	uc.16	Bard1	(-279751),
chr1	71953154	71953154	+	3.1945679004654e-18	5.81872478783752e-16	-90.3532608695652	uc.17	Fn1	(-299980)
chr1	74100682	74100682	+	6.25768487980006e-21	2.29682817026127e-18	-77.1643394199785	uc.18	Tns1	(+23765)
chr1	82569628	82569628	+	3.03693764338593e-16	3.23089858061358e-14	-80.8421052631579	uc.20	Col4a4	(+17221)
chr1	82569628	82569628	+	3.03693764338593e-16	3.23089858061358e-14	-80.8421052631579	uc.20	Rhbdd1	(+230580)
chr1	118984673	118984673	-	1.34141000887198e-24	1.21452329041804e-21	-77.3727351164797	uc.26	Tfcp2l1	(+356728)
chr1	119079520	119079520	+	1.40581608977181e-24	1.25654475381943e-21	-82.5396825396825	uc.27	Inhbb	(+342728)
chr1	121180804	121180804	+	2.03165742013778e-16	2.26855568874982e-14	75.2450980392157	uc.28	En1	(+578387)
chr1	128128647	128128647	+	8.23287244163052e-17	1.02416334924086e-14	79.3333333333333	uc.32	R3hdm1	(+25324)
chr1	128128647	128128647	+	8.23287244163052e-17	1.02416334924086e-14	79.3333333333333	uc.32	Ubxn4	(-115515)
chr1	128575701	128575701	-	1.29164795245586e-18	2.60774108729513e-16	-83.5616438356164	uc.33	Dars	(-158343)
chr1	138452142	138452142	+	5.45099433725199e-14	3.15589753013112e-12	76.875	uc.36	Nek7	(+167607)
chr1	153414536	153414536	-	5.40805074901459e-21	2.01960969262709e-18	-76	uc.37	Lamc1	(-81751)
chr1	153414536	153414536	-	5.40805074901459e-21	2.01960969262709e-18	-76	uc.37	Shcbp1l	(-10626)
chr1	156992306	156992306	-	2.00394467433333e-13	9.90226614613747e-12	-76.5957446808511	uc.38	Tex35	(+116344)
chr1	164750759	164750759	-	3.28651755770097e-27	5.73740420676291e-24	-92.4528301886792	uc.42	Atp1b1	(-292405)
