chr	start	end	strand	pvalue	qvalue	meth.diff	ID	gene	distance
chr1	75492787	75492787	-	5.54529548979465e-39	3.38460707504458e-34	96.875	uc.8	Obsl1	(+13574)
chr1	127674055	127674055	+	6.17454174742402e-17	8.97302764373276e-15	94.4444444444444	uc.15	Mgat5	(+469038),
chr1	127674075	127674075	+	1.07797507931955e-16	1.47853726424145e-14	94.2857142857143	uc.16	Mgat5	(+469058)
chr1	133126191	133126191	+	7.89163460940505e-13	3.48868448403131e-11	82.6086956521739	uc.18	Ppp1r15b	(-4952)
chr1	189860420	189860420	+	4.06068059146985e-23	3.20952009628087e-20	-83.0508474576271	uc.28	Ptpn14	(+132153)
chr1	193997571	193997571	-	2.24029078062514e-14	1.57330402689413e-12	-84.375	uc.30	Camk1g	(-627274)
chr10	59992647	59992647	+	9.98404141919206e-21	4.09286716630564e-18	80.4597701149425	uc.36	Anapc16	(+10464)
chr10	70031541	70031541	-	2.29235542498251e-21	1.12231604627909e-18	78.3783783783784	uc.40	Ccdc6	(-65580),
chr10	70152852	70152852	-	2.35102775527936e-27	5.31468533989192e-24	81.25	uc.41	Ccdc6	(+55732)
chr10	70971377	70971377	+	2.3115175531886e-24	2.47517497126027e-21	85.1063829787234	uc.42	Bicc1	(+188323)
chr10	93418944	93418944	+	3.66176581292267e-13	1.79356599761031e-11	-76.8762677484787	uc.51	Lta4h	(-34467)
chr10	120849951	120849951	-	2.63501168753973e-20	9.75381960478801e-18	-81.5789473684211	uc.56	Msrb3	(+49150)
chr10	127542246	127542246	+	1.16278407257948e-25	1.76447934146059e-22	-82.8540305010893	uc.60	Lrp1	(+78902)
chr11	35217448	35217448	-	1.80510102106321e-13	9.69475563412168e-12	-76.1072261072261	uc.64	Slit3	(+96225)
chr11	50792168	50792168	+	1.27601864405957e-14	9.66630927180256e-13	-84.375	uc.65	Adamts2	(+190085),
chr11	50796688	50796688	+	1.26751472930976e-24	1.41806976327557e-21	81.4838300570704	uc.66	Adamts2	(+194605)
chr11	97735819	97735819	-	3.03956029642679e-16	3.7112554130949e-14	-79.0402647545505	uc.87	Pip4k2b	(+8885)
chr11	98361110	98361110	+	9.99138884516937e-25	1.13633086895391e-21	85.2941176470588	uc.89	Tcap	(-22701),
chr11	98374960	98374960	-	2.36581053984987e-16	2.9704892096175e-14	89.6103896103896	uc.90	Tcap	(-8851)
chr11	117123440	117123440	+	2.69709710035972e-22	1.7267734736273e-19	-80	uc.99	Sec14l1	(+8269)
chr12	99499118	99499118	-	3.00956293512597e-35	4.72347324197808e-31	-92.1052631578947	uc.126	Efcab11	(+384324)
chr13	38491156	38491156	+	3.50917998845981e-17	5.46545419138229e-15	82.3529411764706	uc.138	Bmp6	(+146050)
chr13	48800455	48800455	-	3.07291209136815e-32	3.12595304872257e-28	-79.3650793650794	uc.143	Phf2	(+70664)
chr13	118323671	118323671	-	1.18529700487429e-20	4.75608724946239e-18	-75.0155504872486	uc.154	Mrps30	(+63581)
chr14	19910874	19910874	+	1.08054345678764e-23	9.79480260054057e-21	80	uc.158	Gng2	(+66375)
chr15	58217342	58217342	-	1.98431874691309e-18	4.39882016818026e-16	-82.6086956521739	uc.187	Fbxo32	(-2451)
chr17	25662957	25662957	+	3.58240583870154e-23	2.86877611280232e-20	94.8717948717949	uc.233	Lmf1	(+83781)
chr17	35161342	35161342	+	8.20430502909304e-12	2.64856353839806e-10	-75.3003003003003	uc.241	Prrc2a	(+3555)
