chr	start	end	strand	pvalue	qvalue	meth.diff	ID	gene	distance
chr1	51894248	51894248	+	6.37079371887797e-14	5.63498060789698e-12	-75.2551020408163	uc.4	Nabp1	(-415850)
chr1	74082315	74082315	+	1.68715713330537e-23	2.85598751621698e-20	-75.90799031477	uc.7	Tns1	(+42132)
chr1	77886995	77886995	+	1.32457876843583e-14	1.46409716995838e-12	-75.5802707930367	uc.8	Pax3	(+309843)
chr1	87210599	87210599	+	1.53920773929893e-23	2.62873632740389e-20	-81.7932752179328	uc.10	Eif4e2	(-3315)
chr1	89848412	89848412	+	3.94543018725254e-11	1.40998120417403e-09	-83.5082458770615	uc.11	Agap1	(+393607)
chr1	133068899	133068899	-	4.14320822027017e-13	2.81203419011388e-11	79.1666666666667	uc.19	Ppp1r15b	(-62244)
chr1	135635959	135635959	-	2.9728304902632e-24	6.50570082142148e-21	90.4120138621486	uc.23	Csrp1	(-84102)
chr1	135635959	135635959	-	2.9728304902632e-24	6.50570082142148e-21	90.4120138621486	uc.23	Nav1	(-50255)
chr1	168720657	168720657	+	1.42199097942689e-12	8.15403566326742e-11	-77.3484848484849	uc.27	Pbx1	(-288761)
chr1	168720673	168720673	+	1.42199097942689e-12	8.15403566326742e-11	-77.3484848484849	uc.28	Pbx1	(-288777),
chr1	179610047	179610047	+	5.671378683451e-29	4.29491668494663e-25	-88.3720930232558	uc.34	Sccpdh	(-58163)
chr10	9303519	9303519	-	2.04725552183365e-20	1.29624727757891e-17	-84.9568965517241	uc.38	Sash1	(-417450)
chr10	13108547	13108547	-	8.20095740811825e-13	5.06386055344595e-11	77.5566231983528	uc.39	Plagl1	(+17760)
chr10	27488911	27488911	-	3.36044815965557e-17	8.43844212511681e-15	90.6976744186047	uc.40	Lama2	(+127932)
chr10	41415550	41415550	-	2.25844075758943e-20	1.42058524031809e-17	-78.5714285714286	uc.41	Ak9	(+111571)
chr10	41546974	41546974	-	1.22893978952618e-20	8.35077696670732e-18	-80	uc.42	Cd164	(+27561),
chr10	41546979	41546979	-	1.22893978952618e-20	8.35077696670732e-18	-80	uc.43	Cd164	(+27566)
chr10	68567071	68567071	-	4.5963651346711e-17	1.106869218458e-14	75.0819672131148	uc.47	1700040L02Rik	(-25176)
chr10	85591802	85591802	+	2.9861021753983e-13	2.12277899209737e-11	-78.6184210526316	uc.58	Pwp1	(-280029)
chr10	91126679	91126679	-	1.58942523614667e-15	2.35648273684301e-13	83.8888888888889	uc.59	Slc25a3	(-2621)
chr10	93501077	93501077	-	1.35751153334374e-16	2.83906141790305e-14	-90.9090909090909	uc.60	Amdhd1	(+38956)
chr10	93501077	93501077	-	1.35751153334374e-16	2.83906141790305e-14	-90.9090909090909	uc.60	Hal	(+12310)
chr10	121689162	121689162	+	8.65982118987933e-18	2.56781114002833e-15	-82.9545454545455	uc.67	Xpot	(-62847)
chr11	22600484	22600484	-	8.51055901921662e-13	5.23481270372224e-11	-84	uc.74	Tmem17	(+88397)
chr11	57851080	57851080	-	6.19992796361114e-16	1.05017408723759e-13	-75.5555555555556	uc.82	Hand1	(-18934)
chr11	57851080	57851080	-	6.19992796361114e-16	1.05017408723759e-13	-75.5555555555556	uc.82	Larp1	(-157984)
chr11	89696293	89696293	-	1.27781643725677e-17	3.62286475598274e-15	86.3636363636364	uc.97	Ankfn1	(-277346)
chr11	94135212	94135212	-	1.82954294709045e-10	5.25310695391449e-09	78.5714285714286	uc.98	Spag9	(+139110)
chr11	97454343	97454343	+	1.06849882431128e-16	2.29723469504244e-14	87.5	uc.100	4933428G20Rik	(+45997)
