chr	start	end	strand	pvalue	qvalue	meth.diff	ID	gene	distance
chr1	133068899	133068899	-	3.56535686789812e-14	3.96536953550556e-12	-80	uc.26	Ppp1r15b	(-62244)
chr10	91126679	91126679	-	7.30036406516241e-13	5.26115748627798e-11	-78.2352941176471	uc.54	Slc25a3	(-2621)
chr10	94238263	94238263	-	4.88441254587403e-18	1.81693673659822e-15	-76.5957446808511	uc.56	Ndufa12	(+39260)
chr12	55451297	55451297	-	6.58195329304216e-11	2.4787214465945e-09	84.6153846153846	uc.116	Psma6	(+52523)
chr12	70967888	70967888	-	1.49465974675173e-17	4.81829923174787e-15	-78.031212484994	uc.118	Actr10	(+30032)
chr16	20594642	20594642	+	1.06779270560752e-22	1.68570335828681e-19	-97.0588235294118	uc.193	Alg3	(+16126)
chr17	27830416	27830416	+	2.33786989053276e-12	1.4243711952292e-10	76.6666666666667	uc.208	Snrpc	(-9558)
chr17	28877191	28877191	-	1.29918320330493e-13	1.19243894728314e-11	-80.5555555555556	uc.209	Pnpla1	(+18781)
chr17	72257757	72257757	-	1.63378419577567e-19	1.01089367301226e-16	100	uc.221	Clip4	(+475811)
chr2	5499651	5499651	+	1.31537219081193e-17	4.2903971606015e-15	80.0546448087432	uc.266	Camk1d	(+214864)
chr2	43440699	43440699	+	4.86083382045528e-18	1.81105595865051e-15	84.558093346574	uc.278	Kynu	(-114630)
chr2	173524883	173524883	-	1.31198434122423e-14	1.68429684702546e-12	78.125	uc.303	Ankrd60	(+53482)
chr3	52316432	52316432	+	7.41850527680763e-18	2.59102842468363e-15	89.0625	uc.320	Cog6	(+700805)
chr3	58089836	58089836	+	4.99105091513815e-16	9.95935679134877e-14	-82.7586206896552	uc.323	Tsc22d2	(-324879)
chr4	101705331	101705331	-	3.26650866768401e-13	2.63215773977721e-11	-84	uc.359	Leprot	(+57614),
chr4	101705628	101705628	-	4.57593772678007e-11	1.81849504490923e-09	76	uc.360	Leprot	(+57911)
chr4	133553818	133553818	-	7.50747976809424e-21	6.8792185175801e-18	84.9056603773585	uc.371	Nr0b2	(+443)
chr4	136236785	136236785	-	7.03665083254272e-17	1.83483616358606e-14	82.5974025974026	uc.375	Tcea3	(-11167)
chr5	107051240	107051240	-	2.53328539350917e-19	1.45502780854851e-16	84.375	uc.404	Tgfbr3	(+238389)
chr5	121039989	121039989	-	2.33765311694595e-15	3.82368993867073e-13	-76.7857142857143	uc.412	Ptpn11	(+151340)
chr6	32246617	32246617	-	2.40924751910437e-11	1.04728274544953e-09	-79.1666666666667	uc.433	1700012A03Rik	(+196333)
chr6	56617775	56617775	-	1.17817886864427e-11	5.69145601095057e-10	-77.5	uc.443	Pde1c	(-255384)
chr6	146339941	146339941	-	3.02364833020188e-39	4.17670241893979e-34	-78.030303030303	uc.458	Sspn	(+405820)
chr7	11181820	11181820	-	1.71452121637715e-16	3.95878951807503e-14	-79.0476190476191	uc.464	Zscan4e	(+128862)
chr7	11264811	11264811	+	4.10386372179555e-18	1.56923263013945e-15	84	uc.465	Zscan4e	(+45871),
chr7	83722653	83722653	-	1.27433344470631e-11	6.08679844359094e-10	80	uc.490	Stard5	(+90695)
chr8	27309503	27309503	-	2.49205836374053e-11	1.07827505579651e-09	82.3529411764706	uc.503	Eif4ebp1	(+49175)
chr8	88228062	88228062	+	8.57988078768038e-11	3.11131535777968e-09	-79.8076923076923	uc.520	Papd5	(+28850)
chr9	122166589	122166589	+	1.24112057191445e-18	5.68628879770583e-16	100	uc.558	Snrk	(+49290)
