chr	start	end	strand	pvalue	qvalue	meth.diff	ID	gene	distance
chr1	13029385	13029385	+	1.39248820704182e-14	6.67880932702737e-13	-76.271186440678	uc.2	Slco5a1	(-38251)
chr1	38946098	38946098	-	1.9277393232062e-15	1.16892180202284e-13	-87.6006441223832	uc.10	Nms	(+6950)
chr10	19486008	19486008	+	7.95122111284977e-23	3.11699419833713e-20	-84.8484848484848	uc.68	Olig3	(+129476)
chr10	96202272	96202272	-	2.46586408730401e-16	1.8773369241873e-14	79.7752808988764	uc.95	Btg1	(-414734)
chr11	57874957	57874957	+	3.516221545858e-22	1.1789157314932e-19	79.5454545454545	uc.123	Hand1	(-42811)
chr11	96945230	96945230	-	2.56364284073869e-26	2.21304818313962e-23	-97.3684210526316	uc.152	Pnpo	(-1245)
chr12	69423320	69423320	-	7.86541650768492e-18	8.89457627886934e-16	-78.2608695652174	uc.190	Vcpkmt	(+159708)
chr13	67383971	67383971	+	5.31911997299977e-13	1.68322317981208e-11	-77.059925093633	uc.228	Zfp429	(+15796)
chr13	95494993	95494993	-	8.03848190329713e-26	6.36912264613254e-23	-79.7297297297297	uc.233	S100z	(-16273)
chr14	65168852	65168852	-	3.17094261452242e-26	2.67818050109059e-23	-88.5714285714286	uc.261	Fzd3	(+93611)
chr15	39722099	39722099	+	8.88128140766653e-25	5.5110393637059e-22	-77.7777777777778	uc.289	Dcstamp	(-23833)
chr15	88491268	88491268	-	1.17652504327343e-17	1.27104732333315e-15	-76.551724137931	uc.315	Zdhhc25	(-109034)
chr17	48120695	48120695	-	3.5355662910258e-17	3.37721922650601e-15	-84.375	uc.388	1700067P10Rik	(+31064)
chr18	38583958	38583958	+	5.41781256919147e-12	1.30100784883859e-10	-82.7586206896552	uc.418	Ndfip1	(+164984)
chr19	11816497	11816497	+	5.15515066622357e-24	2.71420931150194e-21	-83.5820895522388	uc.450	Mrpl16	(+46083)
chr19	31169497	31169497	+	6.84442319226699e-24	3.50134019365549e-21	-81.2643678160919	uc.456	Cstf2t	(+86657)
chr2	145674555	145674555	+	9.87845832694977e-14	3.7807973336677e-12	76.1904761904762	uc.518	Rin2	(-111561)
chr2	152696244	152696244	+	2.41915876248485e-24	1.36530930356044e-21	85	uc.521	Mcts2	(+9210)
chr2	169999187	169999187	+	6.02546688160255e-20	1.14819019421102e-17	82.9787234042553	uc.539	Tshz2	(+365512),
chr2	170120373	170120373	-	4.88271630980558e-16	3.43116106531621e-14	-92.5	uc.540	Tshz2	(+486698)
chr4	87778909	87778909	-	2.1774908813267e-20	4.65025287463211e-18	-75.4385964912281	uc.599	Mllt3	(+254455)
chr4	127704050	127704050	+	9.47607650946034e-17	8.06510977648914e-15	-81.5850815850816	uc.611	Gjb5	(-345870)
chr7	110923666	110923666	+	6.37075693394688e-26	5.15692135415816e-23	-100	uc.796	Lyve1	(-60428)
chrX	38488577	38488577	-	9.88286188427152e-24	4.83955016144516e-21	-76.1904761904762	uc.944	Cul4b	(+87619)
